Country Name,Country Code,Year,Population
San Marino,SMR,2020,34007
Sao Tome and Principe,STP,2020,218641
Saudi Arabia,SAU,2020,35997107
Senegal,SEN,2020,16436120
Serbia,SRB,2020,6899126
Seychelles,SYC,2020,98462
Sierra Leone,SLE,2020,8233970
Singapore,SGP,2020,5685807
Sint Maarten (Dutch part),SXM,2020,42310
Slovak Republic,SVK,2020,5458827
Slovenia,SVN,2020,2102419
Solomon Islands,SLB,2020,691191
Somalia,SOM,2020,16537016
South Africa,ZAF,2020,58801927
South Sudan,SSD,2020,10606227
Spain,ESP,2020,47365655
Sri Lanka,LKA,2020,21919000
St. Kitts and Nevis,KNA,2020,47642
St. Lucia,LCA,2020,179237
St. Martin (French part),MAF,2020,32553
St. Vincent and the Grenadines,VCT,2020,104632
Sudan,SDN,2020,44440486
Suriname,SUR,2020,607065
Eswatini,SWZ,2020,1180655
Sweden,SWE,2020,10353442
Switzerland,CHE,2020,8638167
Syrian Arab Republic,SYR,2020,20772595
Tajikistan,TJK,2020,9543207
Tanzania,TZA,2020,61704518
Thailand,THA,2020,71475664
Timor-Leste,TLS,2020,1299995
Togo,TGO,2020,8442580
Tonga,TON,2020,105254
Trinidad and Tobago,TTO,2020,1518147
Tunisia,TUN,2020,12161723
Turkiye,TUR,2020,84135428
Turkmenistan,TKM,2020,6250438
Turks and Caicos Islands,TCA,2020,44276
Tuvalu,TUV,2020,11069
Uganda,UGA,2020,44404611
Ukraine,UKR,2020,44132049
United Arab Emirates,ARE,2020,9287289
United Kingdom,GBR,2020,67081234
United States of America,USA,2020,331511512
Uruguay,URY,2020,3429086
Uzbekistan,UZB,2020,34232050
Vanuatu,VUT,2020,311685
"Venezuela, RB",VEN,2020,28490453
Vietnam,VNM,2020,96648685
Virgin Islands (U.S.),VIR,2020,106290
West Bank and Gaza,PSE,2020,4803269
"Yemen, Rep.",YEM,2020,32284046
Zambia,ZMB,2020,18927715
Zimbabwe,ZWE,2020,15669666
Afghanistan,AFG,2021,40099462
Albania,ALB,2021,2811666
Algeria,DZA,2021,44177969
American Samoa,ASM,2021,45035
Andorra,AND,2021,79034
Angola,AGO,2021,34503774
Antigua and Barbuda,ATG,2021,93219
Argentina,ARG,2021,45808747
Armenia,ARM,2021,2790974
Aruba,ABW,2021,106537
Australia,AUS,2021,25688079
Austria,AUT,2021,8955797
Azerbaijan,AZE,2021,10137750
"Bahamas, The",BHS,2021,407906
Bahrain,BHR,2021,1463265
Bangladesh,BGD,2021,169356251
Barbados,BRB,2021,281200
Belarus,BLR,2021,9302585
Belgium,BEL,2021,11592952
Belize,BLZ,2021,400031
Benin,BEN,2021,12996895
Bermuda,BMU,2021,63764
Bhutan,BTN,2021,777486
Bolivia,BOL,2021,12079472
Bosnia and Herzegovina,BIH,2021,3270943
Botswana,BWA,2021,2588423
Brazil,BRA,2021,214326223
British Virgin Islands,VGB,2021,31122
Brunei Darussalam,BRN,2021,445373
Bulgaria,BGR,2021,6877743
Burkina Faso,BFA,2021,22100683
Burundi,BDI,2021,12551213
Cabo Verde,CPV,2021,587925
Cambodia,KHM,2021,16589023
Cameroon,CMR,2021,27198628
Canada,CAN,2021,38226498
Cayman Islands,CYM,2021,68136
Central African Republic,CAF,2021,5457154
Chad,TCD,2021,17179740
Channel Islands,CHI,2021,172683
Chile,CHL,2021,19493184
China,CHN,2021,1412360000
Colombia,COL,2021,51516562
Comoros,COM,2021,821625
"Congo, Dem. Rep.",COD,2021,95894118
"Congo, Rep.",COG,2021,5835806
Costa Rica,CRI,2021,5153957
Cote d'Ivoire,CIV,2021,27478249
Croatia,HRV,2021,3879000
Cuba,CUB,2021,11256372
Curacao,CUW,2021,152369
Cyprus,CYP,2021,1244188
Czechia,CZE,2021,10505772
Denmark,DNK,2021,5856733
Djibouti,DJI,2021,1105557
Dominica,DMA,2021,72412
Dominican Republic,DOM,2021,11117873
Ecuador,ECU,2021,17797737
"Egypt, Arab Rep.",EGY,2021,109262178
El Salvador,SLV,2021,6314167
Equatorial Guinea,GNQ,2021,1634466
Eritrea,ERI,2021,3620312
Estonia,EST,2021,1330932
Ethiopia,ETH,2021,120283026
Faroe Islands,FRO,2021,52889
Fiji,FJI,2021,924610
Finland,FIN,2021,5541017
France,FRA,2021,67749632
French Polynesia,PYF,2021,304032
Gabon,GAB,2021,2341179
"Gambia, The",GMB,2021,2639916
Georgia,GEO,2021,3708610
Germany,DEU,2021,83196078
Ghana,GHA,2021,32833031
Gibraltar,GIB,2021,32669
Greece,GRC,2021,10641221
Greenland,GRL,2021,56653
Grenada,GRD,2021,124610
Guam,GUM,2021,170534
Guatemala,GTM,2021,17109746
Guinea,GIN,2021,13531906
Guinea-Bissau,GNB,2021,2060721
Guyana,GUY,2021,804567
Haiti,HTI,2021,11447569
Honduras,HND,2021,10278345
"Hong Kong SAR, China",HKG,2021,7413100
Hungary,HUN,2021,9709891
Iceland,ISL,2021,372520
India,IND,2021,1407563842
Indonesia,IDN,2021,273753191
"Iran, Islamic Rep.",IRN,2021,87923432
Iraq,IRQ,2021,43533592
Ireland,IRL,2021,5033165
Isle of Man,IMN,2021,84263
Israel,ISR,2021,9364700
Italy,ITA,2021,59109668
Jamaica,JAM,2021,2827695
Japan,JPN,2021,125681593
Jordan,JOR,2021,11148278
Kazakhstan,KAZ,2021,19000988
Kenya,KEN,2021,53005614
Kiribati,KIR,2021,128874
"Korea, Dem. People's Rep.",PRK,2021,25971909
"Korea, Rep.",KOR,2021,51744876
Kosovo,XKX,2021,1786038
Kuwait,KWT,2021,4250114
Kyrgyz Republic,KGZ,2021,6691800
Lao PDR,LAO,2021,7425057
Latvia,LVA,2021,1884490
Lebanon,LBN,2021,5592631
Lesotho,LSO,2021,2281454
Liberia,LBR,2021,5193416
Libya,LBY,2021,6735277
Liechtenstein,LIE,2021,39039
Lithuania,LTU,2021,2800839
Luxembourg,LUX,2021,640064
"Macao SAR, China",MAC,2021,686607
North Macedonia,MKD,2021,2065092
Madagascar,MDG,2021,28915653
Malawi,MWI,2021,19889742
Malaysia,MYS,2021,33573874
Maldives,MDV,2021,521457
Mali,MLI,2021,21904983
Malta,MLT,2021,518536
Marshall Islands,MHL,2021,42050
Mauritania,MRT,2021,4614974
Mauritius,MUS,2021,1266334
Mexico,MEX,2021,126705138
"Micronesia, Fed. Sts.",FSM,2021,113131
Moldova,MDA,2021,2615199
Monaco,MCO,2021,36686
Mongolia,MNG,2021,3347782
Montenegro,MNE,2021,619211
Morocco,MAR,2021,37076584
Mozambique,MOZ,2021,32077072
Myanmar,MMR,2021,53798084
Namibia,NAM,2021,2530151
Nauru,NRU,2021,12511
Nepal,NPL,2021,30034989
Netherlands,NLD,2021,17533044
New Caledonia,NCL,2021,274660
New Zealand,NZL,2021,5111400
Nicaragua,NIC,2021,6850540
Niger,NER,2021,25252722
Nigeria,NGA,2021,213401323
Northern Mariana Islands,MNP,2021,49481
Norway,NOR,2021,5408320
Oman,OMN,2021,4520471
Pakistan,PAK,2021,231402117
Palau,PLW,2021,18024
Panama,PAN,2021,4351267
Papua New Guinea,PNG,2021,9949437
Paraguay,PRY,2021,6703799
Peru,PER,2021,33715471
Philippines,PHL,2021,113880328
Poland,POL,2021,37747124
Portugal,PRT,2021,10325147
Puerto Rico,PRI,2021,3262693
Qatar,QAT,2021,2688235
Romania,ROU,2021,19119880
Russian Federation,RUS,2021,143449286
Rwanda,RWA,2021,13461888
Samoa,WSM,2021,218764
San Marino,SMR,2021,33745
Sao Tome and Principe,STP,2021,223107
Saudi Arabia,SAU,2021,35950396
Senegal,SEN,2021,16876720
Serbia,SRB,2021,6834326
Seychelles,SYC,2021,99258
Sierra Leone,SLE,2021,8420641
Singapore,SGP,2021,5453566
Sint Maarten (Dutch part),SXM,2021,42846
Slovak Republic,SVK,2021,5447247
Slovenia,SVN,2021,2108079
Solomon Islands,SLB,2021,707851
Somalia,SOM,2021,17065581
South Africa,ZAF,2021,59392255
South Sudan,SSD,2021,10748272
Spain,ESP,2021,47415750
Sri Lanka,LKA,2021,22156000
St. Kitts and Nevis,KNA,2021,47606
St. Lucia,LCA,2021,179651
St. Martin (French part),MAF,2021,31948
St. Vincent and the Grenadines,VCT,2021,104332
Sudan,SDN,2021,45657202
Suriname,SUR,2021,612985
Eswatini,SWZ,2021,1192271
Sweden,SWE,2021,10415811
Switzerland,CHE,2021,8703405
Syrian Arab Republic,SYR,2021,21324367
Tajikistan,TJK,2021,9750064
Tanzania,TZA,2021,63588334
Thailand,THA,2021,71601103
Timor-Leste,TLS,2021,1320942
Togo,TGO,2021,8644829
Tonga,TON,2021,106017
Trinidad and Tobago,TTO,2021,1525663
Tunisia,TUN,2021,12262946
Turkiye,TUR,2021,84775404
Turkmenistan,TKM,2021,6341855
Turks and Caicos Islands,TCA,2021,45114
Tuvalu,TUV,2021,11204
Uganda,UGA,2021,45853778
Ukraine,UKR,2021,43792855
United Arab Emirates,ARE,2021,9365145
United Kingdom,GBR,2021,67026300
United States of America,USA,2021,332031554
Uruguay,URY,2021,3426260
Uzbekistan,UZB,2021,34915100
Vanuatu,VUT,2021,319137
"Venezuela, RB",VEN,2021,28199867
Vietnam,VNM,2021,97468029
Virgin Islands (U.S.),VIR,2021,105870
West Bank and Gaza,PSE,2021,4922749
"Yemen, Rep.",YEM,2021,32981641
Zambia,ZMB,2021,19473125
Zimbabwe,ZWE,2021,15993524
Afghanistan,AFG,2022,41128771
Albania,ALB,2022,2775634
Algeria,DZA,2022,44903225
American Samoa,ASM,2022,44273
Andorra,AND,2022,79824
Angola,AGO,2022,35588987
Antigua and Barbuda,ATG,2022,93763
Argentina,ARG,2022,46234830
Armenia,ARM,2022,2780469
Aruba,ABW,2022,106445
Australia,AUS,2022,25978935
Austria,AUT,2022,9042528
Azerbaijan,AZE,2022,10175016
"Bahamas, The",BHS,2022,409984
Bahrain,BHR,2022,1472233
Bangladesh,BGD,2022,171186372
Barbados,BRB,2022,281635
Belarus,BLR,2022,9208701
Belgium,BEL,2022,11669446
Belize,BLZ,2022,405272
Benin,BEN,2022,13352864
Bermuda,BMU,2022,63532
Bhutan,BTN,2022,782455
Bolivia,BOL,2022,12224110
Bosnia and Herzegovina,BIH,2022,3233526
Botswana,BWA,2022,2630296
Brazil,BRA,2022,215313498
British Virgin Islands,VGB,2022,31305
Brunei Darussalam,BRN,2022,449002
Bulgaria,BGR,2022,6465097
Burkina Faso,BFA,2022,22673762
Burundi,BDI,2022,12889576
Cabo Verde,CPV,2022,593149
Cambodia,KHM,2022,16767842
Cameroon,CMR,2022,27914536
Canada,CAN,2022,38929902
Cayman Islands,CYM,2022,68706
Central African Republic,CAF,2022,5579144
Chad,TCD,2022,17723315
Channel Islands,CHI,2022,174079
Chile,CHL,2022,19603733
China,CHN,2022,1412175000
Colombia,COL,2022,51874024
Comoros,COM,2022,836774
"Congo, Dem. Rep.",COD,2022,99010212
"Congo, Rep.",COG,2022,5970424
Costa Rica,CRI,2022,5180829
Cote d'Ivoire,CIV,2022,28160542
Croatia,HRV,2022,3854000
Cuba,CUB,2022,11212191
Curacao,CUW,2022,149996
Cyprus,CYP,2022,1251488
Czechia,CZE,2022,10526073
Denmark,DNK,2022,5903037
Djibouti,DJI,2022,1120849
Dominica,DMA,2022,72737
Dominican Republic,DOM,2022,11228821
Ecuador,ECU,2022,18001000
"Egypt, Arab Rep.",EGY,2022,110990103
El Salvador,SLV,2022,6336392
Equatorial Guinea,GNQ,2022,1674908
Eritrea,ERI,2022,3684032
Estonia,EST,2022,1344768
Ethiopia,ETH,2022,123379924
Faroe Islands,FRO,2022,53090
Fiji,FJI,2022,929766
Finland,FIN,2022,5556880
France,FRA,2022,67935660
French Polynesia,PYF,2022,306279
Gabon,GAB,2022,2388992
"Gambia, The",GMB,2022,2705992
Georgia,GEO,2022,3712502
Germany,DEU,2022,84079811
Ghana,GHA,2022,33475870
Gibraltar,GIB,2022,32649
Greece,GRC,2022,10566531
Greenland,GRL,2022,56661
Grenada,GRD,2022,125438
Guam,GUM,2022,171774
Guatemala,GTM,2022,17357886
Guinea,GIN,2022,13859341
Guinea-Bissau,GNB,2022,2105566
Guyana,GUY,2022,808726
Haiti,HTI,2022,11584996
Honduras,HND,2022,10432860
"Hong Kong SAR, China",HKG,2022,7346100
Hungary,HUN,2022,9683505
Iceland,ISL,2022,381900
India,IND,2022,1417173173
Indonesia,IDN,2022,275501339
"Iran, Islamic Rep.",IRN,2022,88550570
Iraq,IRQ,2022,44496122
Ireland,IRL,2022,5086988
Isle of Man,IMN,2022,84519
Israel,ISR,2022,9550600
Italy,ITA,2022,58856847
Jamaica,JAM,2022,2827377
Japan,JPN,2022,125124989
Jordan,JOR,2022,11285869
Kazakhstan,KAZ,2022,19621972
Kenya,KEN,2022,54027487
Kiribati,KIR,2022,131232
"Korea, Dem. People's Rep.",PRK,2022,26069416
"Korea, Rep.",KOR,2022,51628117
Kosovo,XKX,2022,1761985
Kuwait,KWT,2022,4268873
Kyrgyz Republic,KGZ,2022,6803300
Lao PDR,LAO,2022,7529475
Latvia,LVA,2022,1883379
Lebanon,LBN,2022,5489739
Lesotho,LSO,2022,2305825
Liberia,LBR,2022,5302681
Libya,LBY,2022,6812341
Liechtenstein,LIE,2022,39327
Lithuania,LTU,2022,2833000
Luxembourg,LUX,2022,650774
"Macao SAR, China",MAC,2022,695168
North Macedonia,MKD,2022,2057679
Madagascar,MDG,2022,29611714
Malawi,MWI,2022,20405317
Malaysia,MYS,2022,33938221
Maldives,MDV,2022,523787
Mali,MLI,2022,22593590
Malta,MLT,2022,523417
Marshall Islands,MHL,2022,41569
Mauritania,MRT,2022,4736139
Mauritius,MUS,2022,1262523
Mexico,MEX,2022,127504125
"Micronesia, Fed. Sts.",FSM,2022,114164
Moldova,MDA,2022,2592477
Monaco,MCO,2022,36469
Mongolia,MNG,2022,3398366
Montenegro,MNE,2022,616159
Morocco,MAR,2022,37457971
Mozambique,MOZ,2022,32969518
Myanmar,MMR,2022,54179306
Namibia,NAM,2022,2567012
Nauru,NRU,2022,12668
Nepal,NPL,2022,30547580
Netherlands,NLD,2022,17703090
New Caledonia,NCL,2022,276780
New Zealand,NZL,2022,5124100
Nicaragua,NIC,2022,6948392
Niger,NER,2022,26207977
Nigeria,NGA,2022,218541212
Northern Mariana Islands,MNP,2022,49551
Norway,NOR,2022,5457127
Oman,OMN,2022,4576298
Pakistan,PAK,2022,235824862
Palau,PLW,2022,18055
Panama,PAN,2022,4408581
Papua New Guinea,PNG,2022,10142619
Paraguay,PRY,2022,6780744
Peru,PER,2022,34049588
Philippines,PHL,2022,115559009
Poland,POL,2022,37561599
Portugal,PRT,2022,10379007
Puerto Rico,PRI,2022,3221789
Qatar,QAT,2022,2695122
Romania,ROU,2022,18956666
Russian Federation,RUS,2022,143555736
Rwanda,RWA,2022,13776698
Samoa,WSM,2022,222382
San Marino,SMR,2022,33660
Sao Tome and Principe,STP,2022,227380
Saudi Arabia,SAU,2022,36408820
Senegal,SEN,2022,17316449
Serbia,SRB,2022,6760087
Seychelles,SYC,2022,100060
Sierra Leone,SLE,2022,8605718
Singapore,SGP,2022,5637022
Sint Maarten (Dutch part),SXM,2022,43389
Slovak Republic,SVK,2022,5431752
Slovenia,SVN,2022,2108732
Solomon Islands,SLB,2022,724273
Somalia,SOM,2022,17597511
South Africa,ZAF,2022,59893885
South Sudan,SSD,2022,10913164
Spain,ESP,2022,47615034
Sri Lanka,LKA,2022,22181000
St. Kitts and Nevis,KNA,2022,47657
St. Lucia,LCA,2022,179857
St. Martin (French part),MAF,2022,31791
St. Vincent and the Grenadines,VCT,2022,103948
Sudan,SDN,2022,46874204
Suriname,SUR,2022,618040
Eswatini,SWZ,2022,1201670
Sweden,SWE,2022,10486941
Switzerland,CHE,2022,8769741
Syrian Arab Republic,SYR,2022,22125249
Tajikistan,TJK,2022,9952787
Tanzania,TZA,2022,65497748
Thailand,THA,2022,71697030
Timor-Leste,TLS,2022,1341296
Togo,TGO,2022,8848699
Tonga,TON,2022,106858
Trinidad and Tobago,TTO,2022,1531044
Tunisia,TUN,2022,12356117
Turkiye,TUR,2022,85341241
Turkmenistan,TKM,2022,6430770
Turks and Caicos Islands,TCA,2022,45703
Tuvalu,TUV,2022,11312
Uganda,UGA,2022,47249585
Ukraine,UKR,2022,38000000
United Arab Emirates,ARE,2022,9441129
United Kingdom,GBR,2022,66971411
United States of America,USA,2022,333287557
Uruguay,URY,2022,3422794
Uzbekistan,UZB,2022,35648100
Vanuatu,VUT,2022,326740
"Venezuela, RB",VEN,2022,28301696
Vietnam,VNM,2022,98186856
Virgin Islands (U.S.),VIR,2022,105413
West Bank and Gaza,PSE,2022,5043612
"Yemen, Rep.",YEM,2022,33696614
Zambia,ZMB,2022,20017675
Zimbabwe,ZWE,2022,16320537
